Problem,M,Run,Seed,Stage,View,SelectionRule,Truth,TruthType,Horizon,NumberOfCheckpoints,ValidPrecisionCheckpoints,MeanSelectedRate,MeanPrecision,MeanRecall,MeanChance,MeanLift,MeanAUC,MeanRetentionRate
DTLZ2,10,9,11009,"S3_(0.50,0.75]",score_hybrid,top25,population_final,retention,FINAL,20,20,0.25,0.474,0.339282809201719,0.3485,1.35713123680688,0.536426489984122,0.474
DTLZ2,10,9,11009,"S3_(0.50,0.75]",score_v,top25,population_final,retention,FINAL,20,20,0.25,0.462,0.330849709555303,0.3485,1.32339883822121,0.564874652894083,0.462
DTLZ2,10,9,11009,"S4_(0.75,1.00]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.687619047619048,0.243125812968702,0.702380952380952,0.972503251874808,0.536281837282225,0.687619047619048
DTLZ2,10,9,11009,"S4_(0.75,1.00]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.796190476190476,0.294389040444999,0.702380952380952,1.17755616178,0.587161522314925,0.796190476190476
DTLZ2,10,9,11009,"S4_(0.75,1.00]",score_v,top25,population_final,retention,FINAL,21,21,0.25,0.790476190476191,0.291232433931102,0.702380952380952,1.16492973572441,0.629844571483301,0.790476190476191
DTLZ2,10,10,11010,"S1_[0,0.25]",anchor_margin,top25,population_final,retention,FINAL,5,5,0.25,0.0,0.0,0.01,0.0,0.584848484848485,0.0
DTLZ2,10,10,11010,"S1_[0,0.25]",score_hybrid,top25,population_final,retention,FINAL,5,5,0.25,0.04,1.0,0.01,4.0,0.977777777777778,0.04
DTLZ2,10,10,11010,"S1_[0,0.25]",score_v,top25,population_final,retention,FINAL,5,5,0.25,0.04,1.0,0.01,4.0,0.96969696969697,0.04
DTLZ2,10,10,11010,"S2_(0.25,0.50]",anchor_margin,top25,population_final,retention,FINAL,21,21,0.25,0.0952380952380953,0.289409825599565,0.106190476190476,1.15763930239826,0.603672337694196,0.0952380952380953
DTLZ2,10,10,11010,"S2_(0.25,0.50]",score_hybrid,top25,population_final,retention,FINAL,21,21,0.25,0.211428571428571,0.656964133340737,0.106190476190476,2.62785653336295,0.792390776572824,0.211428571428571
